,ID,Choice,ReportedDuration,InVehicleTime,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,ModeToSchool,CoderegionCAR,age,Weight
1762,44640637,1,53,48,1,3,91,18,25,19.4,5.79,46,1,0,1,0,0,0,1,1,1,1,1,0,2,2,2.5,10,4,2,1966,1,1,1,3,7000,6,2,2,2,2,2,1,19.4,8.3,1,3,2,2,4,5,2,4,1,3,6,5,5,4,5,6,5,3,5,5,3,5,6,4,4,6,6,5,5,2,2,1,5,6,4,4,6,1,1,5,5,1,3,5,5,6,1,5,1,1,2,4,3,5,1,7,1,2,4,4,5,1,3,2,-1,1,5,63.0,5,5,44,9.82e-05
1763,19130238,1,15,80,10,2,138,44,14,24.8,1.07,12,2,0,1,0,2,0,2,1,1,1,2,0,1,1,4.0,2,4,1,1943,2,2,9,4,7000,3,1,2,2,2,2,1,12.4,1.53,2,4,3,3,3,3,6,6,6,5,3,4,3,1,4,6,4,3,5,3,4,2,3,2,4,1,2,5,5,3,2,2,4,4,4,2,3,3,3,3,4,2,4,3,6,2,2,3,1,4,3,5,1,2,3,8,1,1,2,4,1,2,1,2,2,3,2,10.0,4,2,67,0.0003213
1764,50760131,1,40,15,4,0,45,30,0,10.6,1.21,16,2,0,2,1,0,0,5,1,1,2,2,2,1,1,5.0,9,4,1,1960,1,2,1,3,7000,4,2,2,2,2,1,1,10.6,1.73,2,5,4,1,4,5,2,4,2,1,3,5,5,1,3,6,4,1,5,3,4,2,4,4,2,4,1,3,5,4,3,6,3,2,4,2,4,1,4,5,2,1,4,5,3,3,3,4,1,3,4,4,4,4,3,7,1,2,4,4,3,2,3,2,2,3,5,12.0,5,5,50,0.00010913200000000001
1765,44640516,0,-1,81,1,4,137,44,12,20.6,4.56,42,3,-1,2,-1,4,-1,2,1,1,1,3,1,1,1,5.0,22,6,2,1950,1,3,1,6,15000,3,1,2,2,1,2,1,10.3,6.53,5,5,1,1,5,5,1,5,2,5,5,2,5,3,1,3,5,1,5,4,3,5,3,1,5,4,2,4,5,4,2,4,3,4,4,4,2,3,4,3,4,1,3,4,1,2,1,5,3,4,4,4,4,4,1,7,1,2,4,4,1,2,-1,-1,-1,3,5,46.0,5,5,60,0.000367986
1766,90321063,0,40,0,1,1,50,48,2,6.0,1.69,24,1,0,1,1,0,0,1,1,1,2,1,0,2,1,3.5,10,3,1,1964,1,1,1,3,5000,6,1,2,2,1,2,1,3.0,2.42,3,4,2,3,4,4,4,2,3,4,3,2,5,2,4,6,4,2,4,2,3,3,3,2,4,4,2,4,4,2,1,4,2,2,4,4,2,2,4,4,3,1,3,4,4,3,2,4,2,3,3,4,3,4,2,2,2,2,2,3,5,2,1,1,1,4,7,12.0,4,7,46,0.00010913200000000001
1767,92460172,2,10,0,1,0,0,0,0,0.0,0.08,0,2,0,1,0,2,0,1,1,1,1,1,0,1,1,6.0,12,3,2,1952,1,3,2,6,5000,3,1,2,2,2,2,1,2.2,0.11,3,3,2,2,4,4,4,4,3,4,2,4,3,2,4,-1,4,1,4,2,4,2,4,2,4,3,4,4,4,4,1,2,2,1,3,4,3,-1,3,4,2,1,4,4,4,2,1,5,2,1,3,4,4,4,1,8,1,2,4,2,5,2,1,2,1,4,7,0.4,4,7,58,0.000367986
1768,28240316,1,120,15,9,0,45,30,0,4.0,0.95,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,4.0,1.36,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,1,2,4,-1,1,-1,-1,-1,-1,3,9.1,-1,3,-1,0.00087004
1769,39120197,0,18,18,4,0,27,9,0,4.0,0.85,11,4,0,2,4,5,0,5,2,1,1,5,1,1,2,7.0,15,4,1,1993,1,1,8,8,7000,2,2,2,1,2,2,3,0.0,1.22,1,5,2,1,2,5,3,2,1,5,3,2,4,1,3,3,5,4,5,2,4,4,4,1,4,4,2,1,5,5,3,5,5,3,4,3,3,1,4,5,4,2,5,5,5,4,2,2,3,3,1,4,5,5,3,5,2,2,2,2,4,1,4,1,2,4,2,8.5,2,2,17,0.0024408439999999997
1770,90300496,1,30,29,3,0,61,32,0,86.0,1.82,24,4,2,1,1,4,2,1,1,1,1,2,1,2,1,5.0,2,5,2,1971,3,3,6,8,9000,6,2,2,2,2,2,2,86.0,2.61,2,3,2,1,5,5,3,6,1,5,4,4,2,1,5,2,4,1,5,3,5,2,6,6,5,1,3,4,4,4,2,4,4,3,3,4,2,1,4,2,2,2,4,2,6,4,1,5,3,3,1,4,4,4,1,2,2,2,2,3,3,2,3,1,2,3,7,10.0,3,7,39,0.00023208400000000002
1771,50270426,1,14,43,-1,1,96,38,15,9.6,1.76,16,2,0,2,1,2,0,1,2,1,1,2,1,1,1,5.0,5,6,1,1972,1,7,1,1,15000,3,2,2,2,2,2,1,9.6,2.52,1,3,2,1,2,3,3,2,5,5,4,4,4,2,1,6,1,3,5,3,3,4,6,2,3,6,5,1,5,2,3,3,3,2,2,2,4,1,1,5,3,2,5,4,3,2,1,3,1,3,1,5,4,4,3,7,1,2,2,4,5,2,4,2,2,3,5,19.5,5,5,38,0.000967286
1772,44640054,1,8,7,1,0,31,24,0,5.0,0.74,11,4,2,2,0,4,2,1,2,1,1,2,0,1,2,6.0,3,4,2,1970,1,3,2,2,7000,8,2,2,2,2,2,1,5.0,1.06,1,1,4,4,1,2,5,2,1,5,1,5,1,1,2,4,5,5,1,4,2,5,2,2,4,1,4,1,5,4,1,6,3,1,1,5,1,1,1,5,1,1,5,5,5,3,5,1,3,5,4,4,4,4,1,7,1,2,4,4,3,1,3,2,2,3,5,7.0,3,5,40,0.000144039
1773,39010097,1,75,77,4,2,165,75,13,11.2,2.12,30,3,0,2,1,1,0,2,2,1,1,3,1,1,1,6.0,20,6,1,1956,1,3,1,3,15000,3,2,2,2,2,2,-1,11.2,3.04,5,2,1,2,5,5,5,3,4,5,1,3,4,3,5,1,2,2,4,2,4,3,3,1,5,5,5,3,4,5,1,5,4,1,3,4,2,1,1,5,2,3,5,5,5,4,1,5,3,4,2,3,3,3,3,7,1,2,2,2,5,2,1,2,2,4,2,17.0,3,2,54,0.000409116
1774,30860762,1,30,33,8,2,53,11,9,5.8,1.62,24,1,0,1,0,1,0,0,1,2,1,1,0,2,2,2.5,1,2,2,1967,1,1,2,6,3250,4,1,2,2,2,2,1,2.9,2.32,1,2,2,2,3,4,3,2,3,3,2,6,4,3,3,6,4,3,5,5,3,3,3,3,6,6,4,1,3,3,1,1,3,2,2,3,2,2,3,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,6,2,2,4,2,4,1,2,3,3,3,4,12.0,5,4,43,9.82e-05
1776,30860539,1,30,4,8,0,36,32,0,7.6,2.74,46,5,3,2,0,5,3,2,1,1,1,2,1,1,1,8.0,12,6,2,1967,1,3,2,6,15000,7,1,2,2,2,2,1,3.8,3.93,4,5,3,3,5,5,3,4,2,4,6,4,3,1,5,2,3,1,4,2,3,2,6,1,5,3,4,2,4,3,2,1,4,3,3,2,4,3,2,4,2,2,3,4,4,2,1,5,2,2,2,3,4,4,3,6,2,2,4,2,5,2,3,2,2,3,4,24.0,3,4,43,0.000144039
1777,70131063,0,8,9,4,0,27,18,0,4.8,0.79,11,2,0,1,0,3,0,2,0,1,1,2,0,1,1,5.5,30,4,1,1951,1,3,1,8,7000,4,2,2,1,2,2,1,0.0,1.13,3,5,3,3,3,4,3,-1,2,2,3,3,5,3,4,4,4,1,5,2,2,3,3,4,5,4,1,2,4,4,3,4,4,3,4,4,3,3,3,3,2,4,4,4,3,3,3,5,3,3,3,3,4,3,3,2,2,2,2,2,5,1,2,2,-1,3,8,7.5,2,8,59,0.00010913200000000001
1779,95240547,1,150,184,1,5,335,103,48,56.2,12.61,110,4,2,2,0,4,2,1,2,1,1,2,2,2,1,5.0,5,6,1,1968,1,3,1,1,15000,7,1,2,2,2,2,1,28.1,18.07,4,4,2,1,3,5,2,4,2,5,4,5,4,1,4,2,4,1,5,3,2,4,2,2,4,1,3,2,4,4,1,1,3,3,4,2,3,3,2,4,2,2,3,5,5,4,2,5,1,3,4,4,4,4,2,6,2,2,4,4,5,4,2,2,2,3,7,134.5,2,7,42,0.000160139
1782,92460171,2,10,0,1,0,0,0,0,0.0,0.08,0,2,0,1,0,2,0,1,1,1,1,1,0,1,1,-1.0,12,3,1,1946,1,3,2,6,5000,3,1,2,2,2,2,1,2.2,0.11,3,3,6,2,4,4,4,4,5,5,2,4,3,2,-1,-1,4,1,4,2,4,2,4,2,4,2,3,2,5,3,2,2,2,2,3,4,3,2,2,4,4,1,5,4,4,2,1,5,2,1,3,4,4,4,1,8,1,2,4,2,6,2,1,2,-1,4,7,0.4,5,7,64,0.000409116
1784,54440891,1,45,54,1,4,96,24,18,22.8,2.77,31,4,0,2,0,1,0,3,4,1,1,4,0,1,1,7.0,7,6,1,1950,1,3,1,1,15000,2,2,2,2,2,2,1,22.8,3.97,1,2,2,1,3,5,2,4,1,5,3,5,5,5,5,3,4,2,5,3,5,5,5,2,4,1,2,4,5,3,1,6,3,1,4,4,3,1,3,4,4,3,2,4,4,3,3,3,1,2,2,2,2,3,1,7,1,2,4,4,3,1,1,2,3,3,6,28.0,4,6,60,0.001636675
1785,10360009,1,10,17,4,1,29,12,0,6.2,0.92,9,4,2,4,1,4,2,1,3,2,1,3,-1,1,1,7.0,30,4,1,1941,2,3,9,1,7000,3,2,2,2,2,2,1,6.2,1.32,6,3,4,4,5,5,5,4,5,4,2,5,5,3,2,2,4,2,5,3,3,4,4,4,3,6,4,2,1,3,4,3,2,5,3,2,3,1,2,5,4,3,4,3,3,2,2,4,3,3,4,4,4,2,3,4,2,1,4,1,1,1,1,3,2,3,1,9.0,4,1,69,0.0003213
1787,19130062,1,25,56,4,2,78,15,7,19.2,2.87,22,5,2,2,0,5,2,1,2,1,1,4,1,1,1,6.0,7,4,2,1964,2,3,4,7,7000,3,2,2,2,2,2,-1,19.2,4.11,1,2,3,4,3,3,5,4,2,2,1,4,4,2,2,5,5,2,5,5,2,2,2,2,3,6,2,2,5,2,2,6,1,5,5,5,2,1,5,5,1,1,2,2,6,2,2,5,4,2,2,2,4,5,3,8,1,1,2,4,6,1,4,1,3,3,2,32.0,5,2,46,0.000367986
1788,70130149,0,50,22,1,0,59,37,0,17.4,1.62,22,4,0,2,1,6,0,4,4,1,1,4,2,1,1,6.5,25,5,2,1957,3,3,2,6,9000,3,1,2,2,2,1,1,8.7,2.32,3,3,3,3,3,4,4,2,4,5,4,3,4,3,4,4,4,2,3,2,4,3,3,4,4,4,2,3,5,5,2,2,3,2,4,4,3,2,2,4,3,3,4,4,4,2,3,4,3,2,3,2,3,4,2,2,2,2,2,2,4,2,2,2,-1,4,8,14.5,4,8,53,0.000367986
1789,11460027,0,195,61,1,2,128,57,10,21.0,3.77,46,2,0,1,0,2,0,2,1,1,1,2,0,1,1,4.0,10,5,2,1958,2,2,1,6,9000,3,2,2,1,2,2,3,0.0,5.4,3,5,2,2,4,4,4,5,3,5,1,5,5,1,4,6,2,1,6,6,6,4,6,4,5,5,4,2,5,5,1,2,3,1,4,1,5,1,4,5,2,2,1,4,4,1,2,5,2,2,2,3,4,4,-1,8,1,1,3,1,2,4,1,2,2,1,1,33.1,4,1,52,0.000367986
1791,44670522,1,15,3,1,0,25,22,0,3.0,0.41,6,2,0,2,0,1,0,1,1,1,1,-1,-1,1,1,4.0,9,6,1,1948,1,2,1,3,15000,3,1,2,2,2,2,1,2.2,0.59,2,2,3,2,4,4,3,2,2,4,6,3,4,3,3,4,4,2,4,3,3,3,2,3,3,2,3,4,4,2,3,4,3,2,2,4,3,1,2,4,3,2,4,4,4,2,4,4,3,2,2,4,4,4,1,7,1,2,4,3,5,1,4,2,2,3,5,4.0,5,5,62,0.000409116
1792,10360564,1,95,89,7,4,146,45,12,32.8,6.92,55,2,-1,2,-1,1,-1,-1,3,2,1,2,0,1,1,5.0,42,3,1,1935,2,2,9,7,5000,3,1,2,2,2,2,1,16.4,9.92,1,4,4,3,4,5,6,6,6,4,3,4,4,1,4,4,4,1,4,3,4,3,5,5,2,1,5,3,6,3,5,2,2,2,4,4,3,1,5,5,1,1,1,1,6,2,2,5,1,3,3,3,4,4,3,4,2,1,4,1,1,2,1,2,2,3,1,72.0,-1,1,75,0.0003213
1793,19130291,1,120,154,7,3,197,35,8,63.6,14.51,102,3,1,2,-1,2,-1,1,2,1,1,2,-1,2,2,4.5,5,6,2,1971,2,3,2,3,15000,6,2,2,2,2,2,1,63.6,20.79,1,3,4,4,4,4,5,3,2,4,2,4,4,2,4,5,5,3,5,4,2,4,4,2,4,3,3,2,4,1,3,2,3,3,3,2,4,2,4,4,2,3,3,4,4,2,2,4,1,2,3,4,3,4,3,8,1,1,2,4,2,2,3,1,1,3,2,160.0,4,2,39,0.00023208400000000002
1794,56080325,1,45,19,4,0,60,41,0,9.4,1.63,23,1,0,2,0,0,0,1,3,1,2,1,0,1,2,5.0,3,3,2,1949,1,1,1,6,5000,3,2,2,2,2,2,1,9.4,2.34,1,3,5,5,3,3,5,6,3,4,3,6,5,2,4,6,5,3,5,4,2,5,4,4,3,3,5,4,5,3,5,5,5,5,3,5,3,2,2,5,3,4,4,3,2,2,3,5,2,4,2,4,4,3,3,7,1,2,4,4,3,2,3,2,2,4,6,14.0,4,6,61,0.000367986
1795,10540066,1,22,33,1,2,57,22,2,4.8,1.39,17,3,1,2,0,4,0,3,1,1,1,3,0,1,1,5.0,44,5,1,1955,2,3,1,6,9000,5,1,2,2,2,2,1,2.4,1.99,3,4,3,2,3,5,5,3,1,4,4,4,4,2,4,4,5,1,5,4,4,4,4,3,4,1,2,5,5,1,3,2,1,3,4,4,2,1,1,4,3,3,4,4,4,2,1,5,2,3,4,2,4,4,1,4,2,1,4,1,5,1,4,1,2,2,1,15.0,5,1,55,0.00010913200000000001
1796,30330833,2,60,36,1,1,83,47,0,7.6,2.5,31,3,1,2,1,7,1,2,1,1,1,3,1,1,1,5.0,6,6,1,1959,1,3,1,2,15000,8,1,2,2,2,2,2,3.8,3.58,5,5,2,2,5,5,5,4,4,5,5,1,5,2,4,2,2,1,4,2,5,2,4,2,4,2,2,4,2,4,2,3,2,2,5,2,4,2,2,4,3,2,2,4,5,4,2,5,2,2,2,4,4,2,1,4,1,2,2,4,3,2,-1,-1,-1,4,4,22.0,4,4,51,0.000160139
1797,70130792,2,9,6,4,0,30,24,0,6.0,0.24,2,2,0,1,0,2,0,1,1,1,1,2,0,1,1,4.0,37,3,1,1944,1,2,9,-1,5000,3,1,2,2,2,2,1,3.0,0.34,3,3,3,3,3,3,6,6,6,4,6,3,5,5,3,3,5,1,5,3,3,3,5,3,2,3,5,5,4,3,1,1,3,1,1,3,3,1,1,5,3,3,5,3,6,6,1,5,6,1,3,3,2,4,3,2,2,2,2,2,5,2,1,2,1,3,8,1.6,5,8,66,0.0003213
1798,54540400,1,55,83,10,5,159,52,24,14.5,5.99,61,2,0,2,1,-1,0,4,2,1,1,2,0,2,2,3.0,-1,5,1,1964,1,7,1,7,9000,3,1,2,2,2,2,1,7.25,8.58,1,2,3,3,4,4,3,3,1,5,2,5,5,4,2,6,4,2,4,2,5,4,3,3,2,1,1,2,3,2,1,4,3,2,3,5,3,1,2,5,4,2,2,3,1,3,4,2,2,1,2,2,3,2,3,6,2,2,4,4,5,2,4,2,1,3,6,53.0,4,6,46,0.000409116
1799,42280200,1,28,38,1,1,42,2,2,11.0,3.15,41,3,1,2,0,3,1,1,1,1,2,2,0,1,2,5.0,10,4,2,1970,1,3,1,6,7000,3,2,2,2,2,2,1,11.0,4.51,2,3,2,3,4,4,4,2,2,4,2,4,4,3,2,4,4,2,4,2,4,2,4,4,2,6,2,4,4,4,2,4,4,3,4,4,4,2,2,4,2,2,4,4,6,2,2,4,1,2,2,4,3,2,1,7,1,2,4,3,5,1,3,2,2,3,5,30.0,3,5,40,0.000367986
1800,47120924,2,50,35,1,2,115,30,50,5.6,1.73,24,1,0,1,0,1,0,1,0,1,1,0,0,2,2,3.0,7,4,2,1948,1,1,1,2,7000,6,1,2,2,2,2,1,2.8,2.48,5,5,1,1,5,5,4,3,4,5,4,4,5,3,4,6,2,1,2,2,4,5,3,2,5,2,2,1,5,5,1,2,2,1,6,2,4,1,1,5,3,2,2,3,1,4,1,5,1,3,2,4,5,4,2,7,1,2,3,3,5,2,1,2,1,1,5,17.0,-1,5,62,9.82e-05
1801,70740258,1,15,12,1,0,17,5,0,6.2,0.68,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,6.2,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,2,2,2,3,-1,1,-1,-1,-1,-1,8,6.0,-1,8,-1,0.00115614
1802,53060149,0,59,77,3,2,120,38,5,14.0,3.31,46,4,1,2,0,6,0,2,2,1,1,5,0,1,2,5.0,16,1,2,1993,1,6,8,8,2000,2,1,1,2,2,2,3,7.0,4.74,3,3,4,2,4,3,4,3,4,2,2,4,3,3,3,6,4,6,6,6,6,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,2,2,4,2,3,4,4,4,2,3,4,2,3,3,3,3,4,2,7,1,2,4,2,5,3,4,2,1,1,6,31.5,5,6,17,0.002195453
1803,28240797,0,164,187,1,2,281,43,51,77.8,17.91,194,4,2,1,1,2,1,2,1,1,1,2,0,1,1,5.0,7,4,1,1971,2,3,1,6,7000,6,2,2,1,2,2,2,0.0,25.67,4,4,4,2,5,5,6,2,4,5,2,5,5,2,4,4,4,2,4,2,4,3,3,4,4,4,3,2,4,3,4,2,2,4,5,4,4,2,4,4,3,4,3,3,4,3,2,4,3,4,3,4,4,4,1,4,2,1,2,4,5,4,4,1,1,4,3,189.2,4,3,39,0.000258025
1807,44640350,0,121,59,3,4,114,34,21,19.2,4.29,40,3,0,2,0,3,0,3,1,1,1,3,1,1,1,7.0,12,-1,2,1991,1,7,8,8,8418,4,1,2,2,2,1,3,9.6,6.15,4,4,-1,2,5,5,2,3,3,4,2,4,4,2,4,6,3,1,4,2,6,3,3,1,5,4,3,3,5,5,6,4,4,4,5,3,4,3,4,3,2,2,3,4,6,3,3,4,2,2,2,4,4,4,1,7,1,2,4,4,5,2,3,3,3,1,5,42.0,3,5,19,0.000146391
1808,30860265,1,35,68,4,2,100,26,6,22.8,5.39,49,1,0,2,0,2,0,1,1,1,1,2,0,1,2,3.5,7,6,1,1974,1,2,1,6,15000,3,2,2,2,2,2,1,22.8,7.72,2,4,2,3,3,5,2,4,3,5,2,5,4,3,4,6,5,3,5,3,4,4,3,2,4,2,3,2,4,4,1,2,3,3,4,2,3,-1,3,3,3,2,3,4,3,3,2,4,2,3,2,3,4,4,3,6,2,2,4,2,4,1,2,3,3,1,4,55.0,4,4,36,0.000967286
1809,95240036,1,10,12,1,0,27,15,0,4.2,0.49,7,5,0,3,0,3,0,3,3,1,1,5,3,1,1,5.0,21,1,2,1961,1,3,2,6,2000,3,2,2,2,2,2,1,4.2,0.7,1,1,1,1,1,1,5,2,5,3,5,2,5,3,3,3,5,6,5,5,3,5,5,5,2,3,5,5,5,3,5,2,2,-1,5,4,3,2,4,5,3,3,5,3,3,3,6,4,4,3,3,3,5,5,1,6,2,2,4,4,5,1,2,1,2,3,7,5.0,4,7,49,0.000367986
1810,10360465,1,60,27,4,1,138,93,18,9.6,0.92,12,4,1,1,1,4,2,5,2,1,1,4,0,1,1,4.0,23,5,2,1967,2,3,2,6,9000,3,2,2,2,2,2,1,9.6,1.32,1,2,6,6,4,4,3,6,6,4,4,5,4,2,2,4,4,2,4,4,3,4,4,4,2,2,2,4,2,2,2,4,4,2,4,4,3,2,3,4,2,4,2,3,6,2,6,2,1,6,2,6,3,4,3,4,2,1,4,1,4,2,3,2,2,3,1,10.5,5,1,43,0.000367986
1811,28240354,1,10,11,1,0,27,16,0,4.0,0.76,10,4,1,3,1,4,1,3,1,1,1,4,0,1,1,5.0,15,4,2,1964,2,3,2,6,7000,3,2,2,2,2,2,1,4.0,1.09,1,2,5,2,5,5,5,2,2,4,2,2,5,1,5,1,5,2,5,4,4,5,5,4,2,1,3,4,5,1,1,1,3,1,5,5,5,1,5,5,1,5,4,3,1,3,2,5,5,3,4,3,2,4,1,4,2,1,2,4,4,1,2,1,3,3,3,6.0,5,3,46,0.000367986
1812,28000344,2,15,15,1,0,51,36,0,4.4,0.46,6,5,1,1,0,6,0,4,0,1,1,4,1,1,1,6.0,17,4,1,1958,2,3,2,2,7000,7,1,2,2,2,2,2,2.2,0.66,4,4,3,2,5,5,4,3,2,5,3,3,5,2,5,2,2,2,2,2,4,3,2,3,4,6,6,2,4,4,2,4,3,2,4,3,2,1,2,4,2,2,4,4,4,3,2,4,2,2,2,4,4,4,1,1,2,1,1,4,5,2,3,2,2,3,3,3.2,4,3,52,0.000160139
1813,54540269,2,30,1,7,0,33,32,0,2.8,0.16,1,2,0,1,0,0,0,1,1,1,1,1,0,1,1,5.0,28,4,1,1933,1,2,9,3,7000,6,1,2,2,2,2,1,2.2,0.23,4,3,2,2,2,2,6,3,4,4,4,3,4,2,4,4,5,1,4,2,4,3,3,2,5,2,1,4,4,4,2,2,3,2,4,3,3,2,2,5,2,2,4,3,6,2,2,4,6,2,3,2,3,4,3,6,2,2,4,4,5,2,3,2,2,3,6,1.1,5,6,77,8.57e-05
1815,10540216,1,45,69,1,2,139,64,6,16.4,4.04,33,2,0,2,0,2,0,1,2,1,1,2,1,2,2,4.0,4,6,1,1980,2,2,1,6,15000,6,2,2,2,2,2,1,16.4,5.79,1,4,4,5,4,4,5,2,2,4,2,5,5,3,4,6,2,2,5,3,3,3,5,3,2,6,4,2,5,2,4,6,3,3,2,4,3,2,4,4,2,4,4,4,5,5,3,5,1,3,3,5,3,5,1,4,2,1,4,1,4,1,4,1,1,4,1,45.0,2,1,30,0.000258025
1816,44640165,0,82,63,11,4,114,26,25,19.2,5.18,46,2,0,1,1,3,0,2,1,1,1,2,0,1,1,5.0,22,4,1,1947,1,3,1,5,7000,3,2,2,1,2,2,1,0.0,7.42,3,1,3,3,4,5,4,3,4,5,4,5,5,3,4,6,4,1,5,2,5,4,4,3,4,4,2,2,5,5,1,5,4,4,3,4,3,1,1,5,2,4,5,4,5,3,3,5,1,3,3,4,5,4,-1,7,1,2,4,4,5,2,1,2,2,3,5,52.0,4,5,63,0.000409116
1817,54421085,0,104,96,1,5,156,55,5,36.2,7.81,70,5,0,2,0,4,0,4,3,1,1,5,2,1,1,8.0,13,6,-1,-1,-1,-1,-1,-1,15000,-1,2,2,1,2,2,1,0.0,11.19,4,4,2,2,4,5,3,3,3,5,3,3,4,2,5,2,5,2,4,2,3,4,3,2,5,4,3,2,3,3,2,2,5,3,5,4,3,1,5,4,2,2,2,3,4,3,2,4,1,3,2,2,4,3,1,2,2,2,4,4,-1,2,3,1,1,4,6,75.0,3,6,-1,0.000409116
1818,42270623,1,26,22,1,1,74,40,12,6.4,1.42,20,4,2,2,0,4,0,2,1,2,1,1,0,1,2,5.0,13,-1,1,1964,1,3,1,-1,7384,3,1,2,2,2,2,1,3.2,2.03,1,1,3,3,2,3,3,3,1,5,2,5,5,4,6,2,4,3,4,4,3,5,6,5,4,2,4,2,4,6,2,5,4,2,6,6,6,1,1,5,1,3,3,5,6,3,2,3,2,2,4,4,4,4,1,7,1,2,4,3,5,2,3,-1,-1,3,5,11.0,4,5,46,0.000409116
1819,54260612,1,40,87,1,4,200,59,54,30.0,2.16,30,2,0,2,0,1,0,3,1,1,2,2,1,2,2,4.5,2,3,1,1975,1,2,1,8,5000,3,1,2,2,2,2,-1,15.0,3.1,1,1,4,5,1,3,5,3,3,3,3,5,5,5,3,6,5,3,5,5,3,5,5,4,2,6,5,2,4,3,3,6,6,1,1,3,3,1,1,5,3,3,3,4,1,3,3,3,1,3,3,3,4,3,2,7,1,2,4,2,5,2,4,2,2,4,6,24.0,5,6,35,0.000967286
1820,54421151,1,8,1,1,0,20,19,0,3.8,0.2,3,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,2,2,2.0,7,6,1,1968,1,1,1,2,15000,7,1,2,2,2,2,1,2.2,0.29,4,2,1,1,1,1,3,3,2,4,4,2,4,3,1,6,4,2,4,2,4,2,4,5,1,2,1,2,5,4,1,1,4,1,4,1,3,1,2,3,2,2,2,4,4,1,2,4,1,2,2,2,3,4,1,2,2,2,4,4,3,1,3,2,1,2,6,1.4,3,6,42,0.000160139
1822,10540131,1,28,41,11,1,105,63,1,14.2,3.15,31,4,2,2,0,5,2,3,1,1,1,2,0,1,1,5.0,9,5,2,1970,2,3,2,6,9000,3,1,2,2,2,2,1,7.1,4.51,1,3,1,1,5,5,5,1,3,5,5,5,5,1,3,2,4,4,4,5,3,2,1,2,4,3,5,3,5,3,5,1,3,2,5,1,4,2,5,5,4,4,3,3,4,2,2,5,2,4,2,4,3,3,3,4,2,1,4,1,3,1,3,2,3,2,1,32.0,4,1,40,0.000367986
1823,10540009,1,33,17,4,1,99,79,3,5.6,1.23,16,4,2,2,1,3,2,4,3,1,1,3,1,1,2,4.0,13,4,2,1966,2,3,2,8,7000,3,2,2,2,2,2,1,5.6,1.76,2,3,3,2,4,4,4,6,6,5,6,4,4,1,3,6,2,3,1,2,3,2,6,4,5,3,1,2,2,6,6,1,3,3,5,2,3,2,6,3,3,5,5,6,6,3,3,3,6,4,5,3,4,6,3,4,2,1,4,1,4,2,4,2,1,3,1,13.0,4,1,44,0.000367986
